employee_id,department,job_level,location,gender,ethnicity,hire_date,tenure_months,performance_score,engagement_score,absence_days_ytd,left_company,exit_reason,exit_date,dq_missing_exit_date,tenure_band,salary_proxy,replacement_cost_est,flight_risk_score,high_risk_employee,hire_year
EMP01049,Operations,Senior Manager,London,Female,Asian / Asian British,2020-04-28,56.0,2.9,3.3,8.0,0,,,0,37-60m,88000,52800.0,1.86,0,2020.0
EMP01194,Finance,Senior Analyst,Manchester,Female,Black / African / Caribbean,2023-08-31,16.0,2.8,2.6,7.0,1,Management,2024-02-17,0,13-24m,52000,31200.0,2.32,1,2023.0
EMP01475,Operations,Manager,Dublin,Female,Not disclosed,2021-01-28,47.0,3.4,3.3,5.0,0,,,0,37-60m,68000,40800.0,1.66,0,2021.0
EMP01945,Technology,Senior Analyst,Manchester,Male,White,2023-01-30,23.0,3.7,3.4,5.0,0,,,0,13-24m,52000,31200.0,1.48,0,2023.0
EMP01477,Technology,Analyst,Manchester,Male,White,2024-12-01,1.0,2.8,3.8,0.0,1,Compensation,2025-01-30,0,0-6m,38000,22800.0,1.6,0,2024.0
EMP02162,Technology,Senior Analyst,Amsterdam,Non-binary / prefer not to say,Other / prefer not to say,2024-07-01,6.0,4.1,2.3,0.0,0,,,0,0-6m,52000,31200.0,1.98,0,2024.0
EMP02109,Finance,Analyst,Amsterdam,Female,White,2023-10-01,15.0,3.6,2.7,8.0,0,,,0,13-24m,38000,22800.0,1.94,0,2023.0
EMP01530,People & Culture,Manager,London,Male,White,2022-08-30,28.0,2.6,4.6,13.0,0,,,0,25-36m,68000,40800.0,1.2,0,2022.0
EMP01626,Sales & Commercial,Senior Analyst,London,Female,White,2023-12-31,12.0,4.1,1.7,2.0,0,,,0,7-12m,52000,31200.0,2.34,1,2023.0
EMP02075,Marketing,Director,Amsterdam,Male,White,2020-12-28,48.0,4.8,5.0,10.0,0,,,0,37-60m,118000,70800.0,0.08,0,2020.0
EMP01398,Operations,Analyst,Manchester,Male,White,2023-12-31,12.0,3.2,3.3,9.0,1,Work-life balance,2024-08-28,0,7-12m,38000,22800.0,1.74,0,2023.0
EMP01467,Sales & Commercial,Analyst,Manchester,Male,White,2024-10-01,3.0,3.7,4.7,0.0,0,,,0,0-6m,38000,22800.0,0.7,0,2024.0
EMP01031,Finance,Senior Manager,Manchester,Female,Asian / Asian British,2019-12-28,60.0,3.6,2.0,4.0,0,,,0,37-60m,88000,52800.0,2.36,1,2019.0
EMP01004,Operations,Senior Analyst,London,Male,White,2022-05-31,31.0,3.6,2.8,14.0,0,,,0,25-36m,52000,31200.0,1.88,0,2022.0
EMP01178,Sales & Commercial,Senior Analyst,Manchester,Female,White,2023-12-01,13.0,2.8,2.5,14.0,0,,,0,13-24m,52000,31200.0,2.38,1,2023.0
EMP01803,Operations,Senior Manager,London,Male,White,2020-08-28,52.0,4.0,5.0,9.0,0,,,0,37-60m,88000,52800.0,0.4,0,2020.0
EMP01137,Operations,Analyst,Dublin,Female,Mixed / Multiple ethnic groups,2023-12-01,13.0,3.7,2.5,7.0,1,Compensation,,1,13-24m,38000,22800.0,2.02,1,2023.0
EMP02174,Sales & Commercial,Senior Analyst,Lagos,Female,Asian / Asian British,2023-07-01,18.0,3.0,3.4,0.0,0,,,0,13-24m,52000,31200.0,1.76,0,2023.0
EMP01730,Technology,Analyst,Amsterdam,Female,White,2023-07-01,18.0,2.7,3.5,6.0,0,,,0,13-24m,38000,22800.0,1.82,0,2023.0
EMP02079,Technology,Manager,Manchester,Female,White,2021-01-28,47.0,3.7,2.3,14.0,1,Work-life balance,2023-06-24,0,37-60m,68000,40800.0,2.14,1,2021.0
EMP02132,Operations,Analyst,Dublin,Male,White,2024-12-01,1.0,3.2,3.3,6.0,1,Better opportunity,2025-01-30,0,0-6m,38000,22800.0,1.74,0,2024.0
EMP01489,Marketing,Manager,Amsterdam,Female,White,2020-07-29,53.0,2.7,4.7,8.0,0,,,0,37-60m,68000,40800.0,1.1,0,2020.0
EMP01078,Technology,Director,Dublin,Male,Black / African / Caribbean,2019-05-29,67.0,3.1,3.6,13.0,0,,,0,60m+,118000,70800.0,1.6,0,2019.0
EMP01023,Sales & Commercial,Senior Analyst,Dublin,Male,White,2023-08-31,16.0,3.7,5.0,7.0,0,,,0,13-24m,52000,31200.0,0.52,0,2023.0
EMP01566,Operations,Senior Analyst,Dublin,Male,Other / prefer not to say,2022-07-31,29.0,4.1,4.1,2.0,1,Better opportunity,2023-06-27,0,25-36m,52000,31200.0,0.9,0,2022.0
EMP01850,Operations,Analyst,Manchester,Female,Black / African / Caribbean,2023-03-01,22.0,3.1,3.3,6.0,0,,,0,13-24m,38000,22800.0,1.78,0,2023.0
EMP01687,Operations,Analyst,London,Female,White,2024-07-01,6.0,2.1,1.6,9.0,1,Work-life balance,2024-12-18,0,0-6m,38000,22800.0,3.2,1,2024.0
EMP02030,Customer Success,Analyst,Manchester,Female,White,2023-08-01,17.0,3.3,2.1,5.0,0,,,0,13-24m,38000,22800.0,2.42,1,2023.0
EMP01468,People & Culture,Director,Dublin,Non-binary / prefer not to say,White,2018-03-28,81.0,2.7,4.5,4.0,0,,,0,60m+,118000,70800.0,1.22,0,2018.0
EMP01601,Technology,Director,Dublin,Female,White,2018-10-27,74.0,4.8,4.3,8.0,0,,,0,60m+,118000,70800.0,0.5,0,2018.0
EMP01871,Sales & Commercial,Manager,London,Female,Asian / Asian British,2022-03-31,33.0,3.4,2.8,0.0,1,Better opportunity,2023-03-31,0,25-36m,68000,40800.0,1.96,0,2022.0
EMP01255,Technology,Analyst,Dublin,Female,White,2024-04-01,9.0,3.4,4.9,1.0,0,,,0,7-12m,38000,22800.0,0.7,0,2024.0
EMP02145,Sales & Commercial,Director,Amsterdam,Male,Other / prefer not to say,2020-05-29,55.0,4.3,3.4,9.0,1,Compensation,2020-09-09,0,37-60m,118000,70800.0,1.24,0,2020.0
EMP01397,People & Culture,Analyst,London,Male,Asian / Asian British,2023-12-01,13.0,4.1,4.3,6.0,0,,,0,13-24m,38000,22800.0,0.78,0,2023.0
EMP02031,Technology,Manager,Manchester,Male,Other / prefer not to say,2022-10-30,26.0,3.8,3.9,15.0,0,,,0,25-36m,68000,40800.0,1.14,0,2022.0
EMP01571,Operations,Senior Analyst,London,Male,White,2022-06-30,30.0,3.6,2.9,0.0,0,,,0,25-36m,52000,31200.0,1.82,0,2022.0
EMP01141,Marketing,Analyst,Dublin,Female,White,2024-12-01,1.0,3.2,2.0,10.0,1,Better opportunity,2025-01-31,0,0-6m,38000,22800.0,2.52,1,2024.0
EMP01848,Marketing,Manager,London,Female,Asian / Asian British,2021-12-29,36.0,3.4,4.4,6.0,0,,,0,25-36m,68000,40800.0,1.0,0,2021.0
EMP01567,Sales & Commercial,Manager,Dublin,Male,Black / African / Caribbean,2021-06-29,42.0,3.5,3.2,1.0,0,,,0,37-60m,68000,40800.0,1.68,0,2021.0
EMP01234,Operations,Manager,London,Male,Black / African / Caribbean,2022-03-31,33.0,3.1,4.2,0.0,0,,,0,25-36m,68000,40800.0,1.24,0,2022.0
EMP01343,Technology,Senior Analyst,London,Male,Black / African / Caribbean,2022-12-30,24.0,3.0,5.0,6.0,0,,,0,13-24m,52000,31200.0,0.8,0,2022.0
EMP01492,Finance,Senior Analyst,Dublin,Male,White,2023-12-31,12.0,3.4,1.9,3.0,0,,,0,7-12m,52000,31200.0,2.5,1,2023.0
EMP01881,Sales & Commercial,Analyst,Manchester,Male,White,2023-03-01,22.0,2.5,4.1,11.0,0,,,0,13-24m,38000,22800.0,1.54,0,2023.0
EMP01354,Technology,Senior Manager,London,Male,Not disclosed,2018-07-28,77.0,3.2,3.2,12.0,0,,,0,60m+,88000,52800.0,1.8,0,2018.0
EMP01387,Sales & Commercial,Manager,Lagos,Male,Black / African / Caribbean,2023-05-01,20.0,4.2,3.3,3.0,0,,,0,13-24m,68000,40800.0,1.34,0,2023.0
EMP01224,Sales & Commercial,Analyst,Amsterdam,Not disclosed,Black / African / Caribbean,2024-12-01,1.0,3.4,5.0,0.0,0,,,0,0-6m,38000,22800.0,0.64,0,2024.0
EMP02021,Finance,Manager,Dublin,Female,Asian / Asian British,2020-11-28,49.0,2.5,3.5,8.0,0,,,0,37-60m,68000,40800.0,1.9,0,2020.0
EMP02042,Customer Success,Analyst,Manchester,Male,White,2024-10-01,3.0,3.9,3.3,4.0,0,,,0,0-6m,38000,22800.0,1.46,0,2024.0
EMP02022,Sales & Commercial,Senior Analyst,Manchester,Female,White,2024-05-01,8.0,2.8,1.9,11.0,1,Compensation,2024-08-01,0,7-12m,52000,31200.0,2.74,1,2024.0
EMP01019,Operations,Manager,London,Female,Mixed / Multiple ethnic groups,2021-01-28,47.0,3.6,1.9,13.0,0,,,0,37-60m,68000,40800.0,2.42,1,2021.0
EMP01451,Customer Success,Analyst,Dublin,Female,White,2024-04-01,9.0,2.7,3.3,3.0,1,Career growth,2024-07-11,0,7-12m,38000,22800.0,1.94,0,2024.0
EMP01656,Technology,Analyst,Lagos,Female,White,2024-12-01,1.0,2.9,3.6,6.0,1,Redundancy,2025-01-30,0,0-6m,38000,22800.0,1.68,0,2024.0
EMP02012,Marketing,Senior Manager,London,Male,Other / prefer not to say,2021-09-29,39.0,4.3,4.6,10.0,0,,,0,37-60m,88000,52800.0,0.52,0,2021.0
EMP01501,Finance,Director,London,Female,Asian / Asian British,2019-11-28,61.0,2.7,2.8,15.0,0,,,0,60m+,118000,70800.0,2.24,1,2019.0
EMP01526,Operations,Analyst,Amsterdam,Female,White,2024-08-31,4.0,3.8,4.1,16.0,0,,,0,0-6m,38000,22800.0,1.02,0,2024.0
EMP01270,Sales & Commercial,Manager,London,Male,White,2022-05-31,31.0,2.7,2.9,8.0,1,Better opportunity,2024-01-30,0,25-36m,68000,40800.0,2.18,1,2022.0
EMP01768,People & Culture,Senior Analyst,London,Male,Black / African / Caribbean,2021-11-29,37.0,2.7,3.0,5.0,0,,,0,37-60m,52000,31200.0,2.12,1,2021.0
EMP02083,Operations,Senior Analyst,London,Non-binary / prefer not to say,Not disclosed,2024-12-01,1.0,3.1,4.0,13.0,0,,,0,0-6m,52000,31200.0,1.36,0,2024.0
EMP01531,Customer Success,Senior Analyst,Manchester,Male,White,2022-12-30,24.0,3.2,2.9,8.0,0,,,0,13-24m,52000,31200.0,1.98,0,2022.0
EMP01572,Customer Success,Manager,London,Non-binary / prefer not to say,White,2021-07-30,41.0,2.5,3.5,8.0,0,,,0,37-60m,68000,40800.0,1.9,0,2021.0
EMP01690,Technology,Director,London,Female,Not disclosed,2019-12-28,60.0,3.8,2.2,0.0,1,Better opportunity,2021-01-04,0,37-60m,118000,70800.0,2.16,1,2019.0
EMP01263,Technology,Analyst,London,Male,White,2024-08-01,5.0,1.2,2.0,0.0,1,Better opportunity,2024-11-27,0,0-6m,38000,22800.0,3.32,1,2024.0
EMP01820,Sales & Commercial,Manager,Dublin,Male,White,2021-08-29,40.0,3.0,3.8,5.0,0,,,0,37-60m,68000,40800.0,1.52,0,2021.0
EMP01629,Technology,Manager,Dublin,Male,Black / African / Caribbean,2022-01-29,35.0,3.3,4.1,15.0,0,,,0,25-36m,68000,40800.0,1.22,0,2022.0
EMP01100,Technology,Manager,London,Not disclosed,Mixed / Multiple ethnic groups,2022-12-30,24.0,3.2,4.1,1.0,0,,,0,13-24m,68000,40800.0,1.26,0,2022.0
EMP01225,Sales & Commercial,Director,London,Male,Mixed / Multiple ethnic groups,2019-02-26,70.0,3.6,3.6,5.0,0,,,0,60m+,118000,70800.0,1.4,0,2019.0
EMP01806,Customer Success,Manager,Amsterdam,Female,Black / African / Caribbean,2022-04-30,32.0,3.7,4.9,4.0,0,,,0,25-36m,68000,40800.0,0.58,0,2022.0
EMP01958,Technology,Senior Analyst,London,Female,White,2023-05-01,20.0,3.2,2.9,4.0,0,,,0,13-24m,52000,31200.0,1.98,0,2023.0
EMP01114,Customer Success,Senior Manager,Manchester,Female,White,2020-01-28,59.0,3.3,4.1,9.0,0,,,0,37-60m,88000,52800.0,1.22,0,2020.0
EMP01721,Legal & Compliance,Manager,London,Female,Asian / Asian British,2020-07-29,53.0,3.0,3.4,7.0,0,,,0,37-60m,68000,40800.0,1.76,0,2020.0
EMP01543,Sales & Commercial,Manager,London,Male,White,2022-05-31,31.0,2.2,5.0,9.0,0,,,0,25-36m,68000,40800.0,1.12,0,2022.0
EMP02001,Technology,Director,London,Male,White,2018-02-25,82.0,3.9,3.4,14.0,0,,,0,60m+,118000,70800.0,1.4,0,2018.0
EMP01103,Sales & Commercial,Analyst,Manchester,Male,White,2024-12-01,1.0,2.1,2.5,2.0,1,Career growth,2025-01-30,0,0-6m,38000,22800.0,2.66,1,2024.0
EMP01971,Finance,Manager,London,Female,Black / African / Caribbean,2021-12-29,36.0,3.8,2.4,5.0,0,,,0,25-36m,68000,40800.0,2.04,1,2021.0
EMP01617,Technology,Analyst,Dublin,Male,White,2024-12-01,1.0,3.4,3.1,8.0,1,Better opportunity,2025-01-31,0,0-6m,38000,22800.0,1.78,0,2024.0
EMP01378,Technology,Manager,London,Female,White,2021-12-29,36.0,3.5,3.4,7.5,0,,,0,25-36m,68000,40800.0,1.56,0,2021.0
EMP01764,Customer Success,Senior Analyst,Manchester,Female,White,2024-04-01,9.0,2.5,2.4,11.0,0,,,0,7-12m,52000,31200.0,2.56,1,2024.0
EMP01867,Technology,Analyst,Manchester,Male,Black / African / Caribbean,2023-12-01,13.0,2.9,3.1,9.0,0,,,0,13-24m,38000,22800.0,1.98,0,2023.0
EMP01318,Technology,Senior Manager,Lagos,Male,White,2020-08-28,52.0,4.3,4.3,14.0,0,,,0,37-60m,88000,52800.0,0.7,0,2020.0
EMP02122,Marketing,Manager,Manchester,Male,Other / prefer not to say,2022-10-30,26.0,3.7,4.5,5.0,0,,,0,25-36m,68000,40800.0,0.82,0,2022.0
EMP01438,Customer Success,Analyst,London,Female,Black / African / Caribbean,2024-12-01,1.0,2.8,2.9,6.0,1,Better opportunity,2025-01-30,0,0-6m,38000,22800.0,2.14,1,2024.0
EMP01708,Customer Success,Senior Analyst,London,Not disclosed,White,2023-04-01,21.0,3.3,3.6,2.0,0,,,0,13-24m,52000,31200.0,1.52,0,2023.0
EMP01743,Customer Success,Manager,Manchester,Female,Asian / Asian British,2022-02-28,34.0,4.2,2.2,1.0,0,,,0,25-36m,68000,40800.0,2.0,0,2022.0
EMP01366,Sales & Commercial,Senior Analyst,Lagos,Female,Other / prefer not to say,2024-03-01,10.0,2.5,4.1,2.0,0,,,0,7-12m,52000,31200.0,1.54,0,2024.0
EMP01370,Technology,Senior Analyst,Dublin,Male,Asian / Asian British,2022-09-30,27.0,2.3,3.9,12.0,1,Compensation,2023-03-12,0,25-36m,52000,31200.0,1.74,0,2022.0
EMP01172,Technology,Analyst,Amsterdam,Female,Mixed / Multiple ethnic groups,2024-05-01,8.0,3.3,3.3,9.0,1,Better opportunity,2024-12-25,0,7-12m,38000,22800.0,1.7,0,2024.0
EMP01790,Legal & Compliance,Manager,Dublin,Male,Black / African / Caribbean,2022-07-31,29.0,4.3,3.7,5.0,0,,,0,25-36m,68000,40800.0,1.06,0,2022.0
EMP02180,Operations,Manager,Manchester,Male,White,2022-01-29,35.0,3.6,2.6,12.0,1,Work-life balance,2022-06-10,0,25-36m,68000,40800.0,2.0,0,2022.0
EMP01058,Technology,Senior Analyst,Manchester,Female,Mixed / Multiple ethnic groups,2023-05-01,20.0,3.0,3.5,7.0,0,,,0,13-24m,52000,31200.0,1.7,0,2023.0
EMP01051,Marketing,Manager,London,Female,Other / prefer not to say,2023-06-01,19.0,4.9,3.4,9.0,0,,,0,13-24m,68000,40800.0,1.0,0,2023.0
EMP01153,Technology,Senior Analyst,Amsterdam,Not disclosed,White,2022-08-30,28.0,3.2,3.3,0.0,0,,,0,25-36m,52000,31200.0,1.74,0,2022.0
EMP01272,Customer Success,Manager,London,Male,Asian / Asian British,2022-04-30,32.0,4.8,3.2,16.0,1,Better opportunity,2022-11-03,0,25-36m,68000,40800.0,1.16,0,2022.0
EMP01132,Sales & Commercial,Manager,Amsterdam,Non-binary / prefer not to say,White,2023-03-01,22.0,5.0,3.8,15.0,0,,,0,13-24m,68000,40800.0,0.72,0,2023.0
EMP01528,Sales & Commercial,Director,Lagos,Non-binary / prefer not to say,White,2017-04-26,92.0,3.8,3.4,5.0,0,,,0,60m+,118000,70800.0,1.44,0,2017.0
EMP01017,Sales & Commercial,Analyst,London,Female,Mixed / Multiple ethnic groups,2024-10-01,3.0,1.9,2.5,10.0,1,Compensation,2024-12-23,0,0-6m,38000,22800.0,2.74,1,2024.0
EMP01300,Technology,Senior Manager,Dublin,Female,White,2019-06-28,66.0,3.3,3.8,0.0,0,,,0,60m+,88000,52800.0,1.4,0,2019.0
EMP01260,Technology,Manager,Dublin,Female,White,2021-06-29,42.0,2.7,4.4,8.0,0,,,0,37-60m,68000,40800.0,1.28,0,2021.0
EMP01968,Sales & Commercial,Analyst,London,Male,White,2023-07-01,18.0,2.1,3.7,8.0,1,Better opportunity,2023-12-31,0,13-24m,38000,22800.0,1.94,0,2023.0
EMP01737,Sales & Commercial,Analyst,Dublin,Female,White,2024-05-01,8.0,3.4,4.6,2.0,0,,,0,7-12m,38000,22800.0,0.88,0,2024.0
EMP02017,Technology,Senior Manager,London,Female,White,2020-07-29,53.0,3.3,2.2,9.0,0,,,0,37-60m,88000,52800.0,2.36,1,2020.0
EMP01159,Sales & Commercial,Analyst,London,Male,White,2024-10-01,3.0,3.6,3.6,0.0,1,Work-life balance,2024-12-25,0,0-6m,38000,22800.0,1.4,0,2024.0
EMP01802,Technology,Analyst,Manchester,Female,White,2023-10-31,14.0,2.6,3.7,9.0,0,,,0,13-24m,38000,22800.0,1.74,0,2023.0
EMP01021,Finance,Director,London,Female,White,2019-03-29,69.0,3.2,5.0,11.0,0,,,0,60m+,118000,70800.0,0.72,0,2019.0
EMP01710,Finance,Analyst,Manchester,Female,White,2024-08-01,5.0,4.4,3.3,13.0,0,,,0,0-6m,38000,22800.0,1.26,0,2024.0
EMP01406,People & Culture,Senior Analyst,Lagos,Male,White,2022-07-31,29.0,3.0,5.0,12.0,0,,,0,25-36m,52000,31200.0,0.8,0,2022.0
EMP01384,People & Culture,Senior Analyst,Dublin,Male,Mixed / Multiple ethnic groups,2022-09-30,27.0,3.8,4.3,13.0,0,,,0,25-36m,52000,31200.0,0.9,0,2022.0
EMP01696,Finance,Manager,Dublin,Male,White,2022-01-29,35.0,4.5,3.6,6.0,0,,,0,25-36m,68000,40800.0,1.04,0,2022.0
EMP01295,Technology,Manager,Lagos,Female,White,2022-11-30,25.0,2.5,5.0,6.0,0,,,0,25-36m,68000,40800.0,1.0,0,2022.0
EMP01829,Customer Success,Analyst,London,Male,White,2024-12-01,1.0,3.7,3.5,8.0,0,,,0,0-6m,38000,22800.0,1.42,0,2024.0
EMP01815,People & Culture,Senior Analyst,London,Male,White,2021-06-29,42.0,2.6,3.7,7.0,0,,,0,37-60m,52000,31200.0,1.74,0,2021.0
EMP01631,Customer Success,Director,London,Female,Black / African / Caribbean,2018-12-27,72.0,3.25,3.8,0.0,0,,,0,60m+,118000,70800.0,1.42,0,2018.0
EMP01641,Technology,Senior Analyst,London,Female,White,2024-01-31,11.0,4.8,1.0,13.0,0,,,0,7-12m,52000,31200.0,2.48,1,2024.0
EMP01682,Sales & Commercial,Senior Manager,Amsterdam,Female,White,2019-10-28,62.0,5.0,3.1,1.0,0,,,0,60m+,88000,52800.0,1.14,0,2019.0
EMP01862,Operations,Senior Analyst,Manchester,Female,White,2022-11-30,25.0,2.9,4.7,9.0,0,,,0,25-36m,52000,31200.0,1.02,0,2022.0
EMP01454,Legal & Compliance,Senior Analyst,Amsterdam,Female,White,2024-10-31,2.0,4.2,1.6,6.0,0,,,0,0-6m,52000,31200.0,2.36,1,2024.0
EMP02171,Finance,Manager,London,Male,Asian / Asian British,2022-02-28,34.0,3.6,4.3,11.0,0,,,0,25-36m,68000,40800.0,0.98,0,2022.0
EMP01793,Operations,Manager,Lagos,Female,White,2022-09-30,27.0,3.2,3.9,15.0,0,,,0,25-36m,68000,40800.0,1.38,0,2022.0
EMP01421,Customer Success,Senior Analyst,Lagos,Male,White,2022-09-30,27.0,2.4,3.7,15.0,0,,,0,25-36m,52000,31200.0,1.82,0,2022.0
EMP01306,Marketing,Senior Analyst,Amsterdam,Female,White,2023-10-01,15.0,3.3,3.8,9.0,1,Work-life balance,2024-03-07,0,13-24m,52000,31200.0,1.4,0,2023.0
EMP01024,Sales & Commercial,Director,Manchester,Female,White,2018-10-27,74.0,4.3,3.7,8.0,0,,,0,60m+,118000,70800.0,1.06,0,2018.0
EMP01660,Operations,Manager,Lagos,Male,Other / prefer not to say,2021-11-29,37.0,2.7,2.2,0.0,0,,,0,37-60m,68000,40800.0,2.6,1,2021.0
EMP01189,Operations,Director,London,Male,Asian / Asian British,2017-08-26,88.0,3.6,4.2,4.0,0,,,0,60m+,118000,70800.0,1.04,0,2017.0
EMP02020,Technology,Analyst,London,Female,White,2024-12-01,1.0,3.9,3.8,6.0,0,,,0,0-6m,38000,22800.0,1.16,0,2024.0
EMP01505,Finance,Senior Analyst,Manchester,Male,White,2024-05-01,8.0,2.4,2.3,7.0,1,Career growth,2024-07-16,0,7-12m,52000,31200.0,2.66,1,2024.0
EMP02144,Operations,Senior Analyst,London,Non-binary / prefer not to say,Mixed / Multiple ethnic groups,2023-12-31,12.0,4.2,3.8,7.0,0,,,0,7-12m,52000,31200.0,1.04,0,2023.0
EMP02052,Operations,Senior Manager,Dublin,Female,Other / prefer not to say,2018-10-27,74.0,3.1,4.4,17.0,0,,,0,60m+,88000,52800.0,1.12,0,2018.0
EMP01008,People & Culture,Senior Analyst,London,Male,Other / prefer not to say,2022-07-31,29.0,4.9,2.4,7.0,0,,,0,25-36m,52000,31200.0,1.6,0,2022.0
EMP01855,Technology,Senior Manager,London,Female,White,2021-01-28,47.0,4.3,3.9,11.0,0,,,0,37-60m,88000,52800.0,0.94,0,2021.0
EMP01890,Sales & Commercial,Senior Analyst,London,Female,Black / African / Caribbean,2024-08-31,4.0,4.6,3.4,0.0,0,,,0,0-6m,52000,31200.0,1.12,0,2024.0
EMP01859,Operations,Manager,London,Male,Other / prefer not to say,2022-06-30,30.0,3.4,4.0,9.0,0,,,0,25-36m,68000,40800.0,1.24,0,2022.0
EMP01216,Sales & Commercial,Director,London,Female,White,2020-02-27,58.0,3.4,4.1,13.0,1,Compensation,2020-11-02,0,37-60m,118000,70800.0,1.18,0,2020.0
EMP01110,Technology,Senior Manager,Amsterdam,Non-binary / prefer not to say,White,2020-06-28,54.0,4.5,2.7,19.0,0,,,0,37-60m,88000,52800.0,1.58,0,2020.0
EMP01220,People & Culture,Director,London,Male,Asian / Asian British,2017-12-26,84.0,3.1,3.1,20.0,0,,,0,60m+,118000,70800.0,1.9,0,2017.0
EMP02071,Sales & Commercial,Analyst,London,Male,White,2024-06-01,7.0,3.6,1.9,5.0,0,,,0,7-12m,38000,22800.0,2.42,1,2024.0
EMP01801,Customer Success,Analyst,Manchester,Male,White,2022-11-30,25.0,3.2,4.4,5.0,0,,,0,25-36m,38000,22800.0,1.08,0,2022.0
EMP01204,People & Culture,Manager,London,Non-binary / prefer not to say,White,2021-07-30,41.0,2.7,3.8,8.0,0,,,0,37-60m,68000,40800.0,1.64,0,2021.0
EMP01575,People & Culture,Manager,London,Female,White,2022-02-28,34.0,4.4,2.7,8.0,1,Better opportunity,2023-01-06,0,25-36m,68000,40800.0,1.62,0,2022.0
EMP01409,Legal & Compliance,Analyst,Manchester,Female,Asian / Asian British,2024-07-01,6.0,2.5,3.1,4.0,0,,,0,0-6m,38000,22800.0,2.14,1,2024.0
EMP01028,Operations,Analyst,Lagos,Female,White,2023-06-01,19.0,4.5,5.0,11.0,0,,,0,13-24m,38000,22800.0,0.2,0,2023.0
EMP01231,Customer Success,Senior Analyst,Manchester,Male,White,2023-05-01,20.0,2.4,3.0,9.0,0,,,0,13-24m,52000,31200.0,2.24,1,2023.0
EMP01597,Finance,Manager,London,Male,White,2021-08-29,40.0,3.5,2.4,15.0,0,,,0,37-60m,68000,40800.0,2.16,1,2021.0
EMP01053,Legal & Compliance,Analyst,Manchester,Female,Asian / Asian British,2021-09-29,39.0,4.2,4.7,11.0,0,,,0,37-60m,38000,22800.0,0.5,0,2021.0
EMP01426,Operations,Manager,Amsterdam,Female,White,2019-07-29,65.0,2.4,3.7,11.0,0,,,0,60m+,68000,40800.0,1.82,0,2019.0
EMP01644,Sales & Commercial,Manager,London,Male,Other / prefer not to say,2021-05-30,43.0,4.3,4.8,0.0,0,,,0,37-60m,68000,40800.0,0.4,0,2021.0
EMP02068,Technology,Manager,Dublin,Female,White,2022-07-31,29.0,3.8,3.5,10.0,0,,,0,25-36m,68000,40800.0,1.38,0,2022.0
EMP01075,Customer Success,Senior Analyst,Manchester,Female,Not disclosed,2023-10-31,14.0,3.1,4.8,8.0,0,,,0,13-24m,52000,31200.0,0.88,0,2023.0
EMP02029,Sales & Commercial,Analyst,Amsterdam,Female,White,2023-12-31,12.0,3.9,2.2,7.0,0,,,0,7-12m,38000,22800.0,2.12,1,2023.0
EMP01047,Sales & Commercial,Analyst,London,Female,Other / prefer not to say,2024-12-01,1.0,3.3,3.9,7.0,0,,,0,0-6m,38000,22800.0,1.34,0,2024.0
EMP01197,Customer Success,Senior Analyst,London,Female,White,2024-04-01,9.0,2.7,3.3,2.0,0,,,0,7-12m,52000,31200.0,1.94,0,2024.0
EMP01537,People & Culture,Senior Analyst,Dublin,Female,White,2024-05-01,8.0,3.7,3.8,9.0,0,,,0,7-12m,52000,31200.0,1.24,0,2024.0
EMP02076,Operations,Manager,Amsterdam,Female,White,2022-04-30,32.0,4.4,2.7,18.0,0,,,0,25-36m,68000,40800.0,1.62,0,2022.0
EMP01127,Customer Success,Analyst,London,Male,White,2023-12-01,13.0,4.9,3.8,8.0,0,,,0,13-24m,38000,22800.0,0.76,0,2023.0
EMP02065,Operations,Manager,London,Female,Black / African / Caribbean,2019-06-28,66.0,4.0,4.7,12.0,0,,,0,60m+,68000,40800.0,0.58,0,2019.0
EMP01858,Operations,Senior Analyst,London,Male,Asian / Asian British,2021-11-29,37.0,3.8,3.5,13.0,0,,,0,37-60m,52000,31200.0,1.38,0,2021.0
EMP01065,Sales & Commercial,Analyst,Manchester,Female,White,2023-08-31,16.0,3.4,5.0,17.0,0,,,0,13-24m,38000,22800.0,0.64,0,2023.0
EMP01357,Technology,Manager,Manchester,Female,White,2021-12-29,36.0,4.5,3.6,8.0,0,,,0,25-36m,68000,40800.0,1.04,0,2021.0
EMP02124,Customer Success,Senior Analyst,London,Not disclosed,Not disclosed,2024-08-31,4.0,2.1,2.0,5.0,0,,,0,0-6m,52000,31200.0,2.96,1,2024.0
EMP01679,Marketing,Analyst,London,Male,Asian / Asian British,2024-07-01,6.0,3.6,2.9,8.0,0,,,0,0-6m,38000,22800.0,1.82,0,2024.0
EMP01938,Legal & Compliance,Manager,Dublin,Female,White,2020-11-28,49.0,2.6,3.5,13.0,0,,,0,37-60m,68000,40800.0,1.86,0,2020.0
EMP01875,Technology,Senior Manager,Amsterdam,Female,Not disclosed,2021-07-30,41.0,3.0,2.7,9.0,0,,,0,37-60m,88000,52800.0,2.18,1,2021.0
EMP01972,Legal & Compliance,Analyst,Manchester,Female,Black / African / Caribbean,2024-08-01,5.0,2.8,3.1,1.0,0,,,0,0-6m,38000,22800.0,2.02,1,2024.0
EMP02032,Operations,Analyst,Lagos,Male,White,2024-12-01,1.0,2.9,2.9,5.0,0,,,0,0-6m,38000,22800.0,2.1,1,2024.0
