employee_id,department,job_level,location,gender,ethnicity,hire_date,tenure_months,performance_score,engagement_score,absence_days_ytd,left_company,exit_reason,exit_date
EMP01366,Sales & Commercial,Senior Analyst,Lagos,Female,Other / prefer not to say,2024-03-01,10,2.5,4.1,2.0,0,,
EMP01370,Technology,Senior Analyst,Dublin,Male,Asian / Asian British,2022-09-30,27,2.3,3.9,12.0,1,Compensation,2023-03-12
EMP01172,TECHNOLOGY,Analyst,Amsterdam,Female,Mixed / Multiple ethnic groups,2024-05-01,8,3.3,3.3,9.0,1,Better opportunity,2024-12-25
EMP01790,Legal & Compliance,Manager,Dublin,Male,Black / African / Caribbean,2022-07-31,29,4.3,3.7,5.0,0,,
EMP02180,Operations,Manager,Manchester,Male,White,2022-01-29,35,3.6,2.6,12.0,1,Work-life balance,2022-06-10
EMP01058,Technology,Senior Analyst,Manchester,Female,Mixed / Multiple ethnic groups,2023-05-01,20,3.0,3.5,7.0,0,,
EMP01051,Marketing,Manager,London,Female,Other / prefer not to say,2023-06-01,19,4.9,3.4,9.0,0,,
EMP01153,Technology,Senior Analyst,Amsterdam,,White,2022-08-30,28,3.2,3.3,0.0,0,,
EMP01272,Customer Success,Manager,London,Male,Asian / Asian British,2022-04-30,32,4.8,3.2,16.0,1,Better opportunity,2022-11-03
EMP01132,Sales & Commercial,Manager,Amsterdam,Non-binary / prefer not to say,White,2023-03-01,22,5.0,3.8,15.0,0,,
EMP01528,Sales & Commercial,Director,Lagos,Non-binary / prefer not to say,White,2017-04-26,92,3.8,3.4,5.0,0,,
EMP01017,Sales & Commercial,Analyst,London,Female,Mixed / Multiple ethnic groups,2024-10-01,3,1.9,2.5,10.0,1,Compensation,2024-12-23
EMP01300,Technology,Senior Manager,Dublin,Female,White,2019-06-28,66,3.3,3.8,0.0,0,,
EMP01260,Technology,Manager,Dublin,Female,White,2021-06-29,42,2.7,4.4,8.0,0,,
EMP01968,Sales & Commercial,Analyst,London,Male,White,2023-07-01,18,2.1,3.7,8.0,1,Better opportunity,2023-12-31
EMP01737,Sales & Commercial,Analyst,Dublin,Female,White,2024-05-01,8,3.4,4.6,2.0,0,,
EMP02017,Technology,Senior Manager,London,Female,White,2020-07-29,53,3.3,2.2,9.0,0,,
EMP01159,Sales & Commercial,Analyst,London,Male,White,2024-10-01,3,3.6,3.6,0.0,1,Work-life balance,2024-12-25
EMP01802,Technology,Analyst,Manchester,Female,White,2023-10-31,14,2.6,3.7,9.0,0,,
EMP01021,Finance,Director,London,Female,White,2019-03-29,69,3.2,5.0,11.0,0,,
EMP01710,Finance,Analyst,Manchester,Female,White,2024-08-01,5,4.4,3.3,13.0,0,,
EMP01406,People & Culture,Senior Analyst,Lagos,Male,White,2022-07-31,29,3.0,5.0,12.0,0,,
EMP01384,People & Culture,Senior Analyst,Dublin,Male,Mixed / Multiple ethnic groups,2022-09-30,27,3.8,4.3,13.0,0,,
EMP01696,Finance,Manager,Dublin,Male,White,2022-01-29,35,4.5,3.6,6.0,0,,
EMP01295,Technology,Manager,Lagos,Female,White,2022-11-30,25,2.5,5.0,6.0,0,,
EMP01829,Customer Success,Analyst,London,Male,White,2024-12-01,1,3.7,3.5,8.0,0,,
EMP01815,People & Culture,Senior Analyst,London,Male,White,2021-06-29,42,2.6,3.7,7.0,0,,
EMP01631,Customer Success,Director,London,Female,Black / African / Caribbean,2018-12-27,72,0.0,3.8,0.0,0,,
EMP01641,Technology,Senior Analyst,London,Female,White,2024-01-31,11,4.8,1.0,13.0,0,,
EMP01682,Sales & Commercial,Senior Manager,Amsterdam,Female,White,2019-10-28,62,5.0,3.1,1.0,0,,
EMP01862,Operations,Senior Analyst,Manchester,Female,White,2022-11-30,25,2.9,4.7,9.0,0,,
EMP01454,Legal & Compliance,Senior Analyst,Amsterdam,Female,White,2024-10-31,2,4.2,1.6,6.0,0,,
EMP02171,Finanace,Manager,London,Male,Asian / Asian British,2022-02-28,34,3.6,4.3,11.0,0,,
EMP01793,Operations,Manager,Lagos,Female,White,2022-09-30,27,3.2,3.9,15.0,0,,2024-06-01
EMP01421,Customer Success,Senior Analyst,Lagos,Male,White,2022-09-30,27,2.4,3.7,15.0,0,,
EMP01306,Marketing,Senior Analyst,Amsterdam,Female,White,2023-10-01,15,3.3,3.8,9.0,1,Work-life balance,2024-03-07
EMP01024,Sales & Commercial,Director,Manchester,Female,White,2018-10-27,74,4.3,3.7,8.0,0,,
EMP01660,Operations,Manager,Lagos,Male,Other / prefer not to say,2021-11-29,37,2.7,2.2,0.0,0,,
EMP01189,Ops,Director,London,Male,Asian / Asian British,2017-08-26,88,3.6,4.2,4.0,0,,
EMP02020,Technology,Analyst,London,Female,White,2024-12-01,1,3.9,3.8,6.0,0,,
EMP01505,Finance,Senior Analyst,Manchester,Male,White,2024-05-01,8,2.4,2.3,,1,Career growth,2024-07-16
EMP02144,Operations,Senior Analyst,London,Non-binary / prefer not to say,Mixed / Multiple ethnic groups,2023-12-31,12,4.2,3.8,7.0,0,,
EMP02052,Operations,Senior Manager,Dublin,Female,Other / prefer not to say,2018-10-27,74,3.1,4.4,17.0,0,,
EMP01008,People & Culture,Senior Analyst,London,Male,Other / prefer not to say,2022-07-31,29,4.9,2.4,7.0,0,,
EMP01855,Technology,Senior Manager,London,Female,White,2021-01-28,47,4.3,3.9,11.0,0,,
EMP01890,Sales & Commercial,Senior Analyst,London,Female,Black / African / Caribbean,2024-08-31,4,4.6,3.4,0.0,0,,
EMP01859,Operations,Manager,London,Male,Other / prefer not to say,2022-06-30,30,3.4,4.0,9.0,0,,
EMP01216,Sales & Commercial,Director,London,Female,White,2020-02-27,58,3.4,4.1,13.0,1,Compensation,2020-11-02
EMP01110,Technology,Senior Manager,Amsterdam,Non-binary / prefer not to say,White,2020-06-28,54,4.5,2.7,19.0,0,,
EMP01220,People & Culture,Director,London,Male,Asian / Asian British,2017-12-26,84,3.1,3.1,20.0,0,,
EMP02071,Sales & Commercial,Analyst,London,Male,White,2024-06-01,7,3.6,1.9,5.0,0,,
EMP01801,Customer Success,Analyst,Manchester,Male,White,2022-11-30,25,3.2,4.4,5.0,0,,
EMP01204,People & Culture,Manager,London,Non-binary / prefer not to say,White,2021-07-30,41,2.7,3.8,,0,,
EMP01575,People & Culture,Manager,London,Female,White,2022-02-28,34,4.4,2.7,8.0,1,Better opportunity,2023-01-06
EMP01409,Legal & Compliance,Analyst,Manchester,Female,Asian / Asian British,2024-07-01,6,2.5,3.1,4.0,0,,
EMP01028,OPERATIONS,Analyst,Lagos,Female,White,2023-06-01,19,4.5,5.0,11.0,0,,
EMP01231,Customer Success,Senior Analyst,Manchester,Male,White,2023-05-01,20,2.4,3.0,9.0,0,,
EMP01597,Finance,Manager,London,Male,White,2021-08-29,40,3.5,2.4,15.0,0,,
EMP01053,Legal & Compliance,Analyst,Manchester,Female,Asian / Asian British,2021-09-29,39,4.2,4.7,11.0,0,,
EMP01426,Operations,Manager,Amsterdam,Female,White,2019-07-29,65,2.4,3.7,11.0,0,,
EMP01644,Sales & Commercial,Manager,London,Male,Other / prefer not to say,2021-05-30,43,4.3,4.8,0.0,0,,
EMP02068,TECHNOLOGY,Manager,Dublin,Female,White,2022-07-31,29,3.8,,10.0,0,,
EMP01075,Customer Success,Senior Analyst,Manchester,Female,,2023-10-31,14,3.1,4.8,8.0,0,,
EMP02029,Sales & Commercial,Analyst,Amsterdam,Female,White,2023-12-31,12,3.9,2.2,7.0,0,,
EMP01047,Sales & Commercial,Analyst,London,Female,Other / prefer not to say,2024-12-01,1,3.3,3.9,,0,,
EMP01197,Customer Success,Senior Analyst,London,Female,White,2024-04-01,9,2.7,,2.0,0,,
EMP01537,People & Culture,Senior Analyst,Dublin,Female,White,2024-05-01,8,3.7,3.8,9.0,0,,
EMP02076,Operations,Manager,Amsterdam,Female,White,2022-04-30,32,4.4,2.7,18.0,0,,
EMP01127,Customer Success,Analyst,London,Male,White,2023-12-01,13,4.9,3.8,8.0,0,,
EMP02065,Operations,Manager,London,Female,Black / African / Caribbean,2019-06-28,66,4.0,4.7,12.0,0,,
EMP01858,Operations,Senior Analyst,London,Male,Asian / Asian British,2021-11-29,37,3.8,3.5,13.0,0,,
EMP01065,Sales & Commercial,Analyst,Manchester,Female,White,2023-08-31,16,,5.0,17.0,0,,
EMP01357,Technology,Manager,Manchester,Female,White,2021-12-29,36,4.5,3.6,8.0,0,,
EMP02124,Customer Success,Senior Analyst,London,,,2024-08-31,4,2.1,2.0,5.0,0,,
EMP01679,Marketing,Analyst,London,Male,Asian / Asian British,2024-07-01,6,3.6,2.9,8.0,0,,
EMP01938,Legal & Compliance,Manager,Dublin,Female,White,2020-11-28,49,2.6,3.5,13.0,0,,
EMP01875,Technology,Senior Manager,Amsterdam,Female,,2021-07-30,41,3.0,2.7,9.0,0,,
EMP01972,Legal & Compliance,Analyst,Manchester,Female,Black / African / Caribbean,2024-08-01,5,2.8,3.1,1.0,0,,
EMP02032,Operations,Analyst,Lagos,Male,White,2024-12-01,1,2.9,2.9,5.0,0,,
EMP01361,Sales & Commercial,Senior Analyst,London,Female,Black / African / Caribbean,2024-05-01,8,3.7,,9.0,0,,
EMP02188,Technology,Manager,Dublin,Female,Mixed / Multiple ethnic groups,2022-11-30,25,4.0,1.8,8.0,0,,
EMP01063,Customer Success,Senior Analyst,Manchester,Male,White,2023-05-01,20,3.9,,13.0,0,,
EMP01219,Finance,Senior Analyst,Amsterdam,Female,White,2022-12-30,24,4.6,5.0,0.0,0,,
EMP01717,Customer Success,Senior Manager,Dublin,Female,Asian / Asian British,2020-03-29,57,4.4,2.8,7.0,0,,
EMP02184,Legal & Compliance,Senior Analyst,Amsterdam,Male,White,2023-12-01,13,3.0,3.9,18.0,0,,
EMP01954,Legal & Compliance,Senior Manager,Manchester,Female,Asian / Asian British,2021-09-29,39,3.0,3.8,6.0,0,,
EMP01276,Operations,Manager,London,Male,White,2021-08-29,40,3.6,2.1,7.0,0,,
EMP01909,Sales & Commercial,Analyst,London,Female,Black / African / Caribbean,2023-06-01,19,2.7,3.2,17.0,0,,
EMP02140,Operations,Senior Analyst,London,Female,White,2022-12-30,24,2.6,3.7,0.0,0,,
EMP01962,Finance,Manager,London,,Mixed / Multiple ethnic groups,2022-11-30,25,3.8,3.4,8.0,0,,
EMP01991,Customer Success,Analyst,London,Female,White,2024-08-31,4,3.4,3.8,10.0,0,,
EMP02099,Customer Success,Analyst,London,Male,,2024-04-01,9,2.1,,,1,Compensation,2024-10-10
EMP01723,Technology,Manager,London,Female,Black / African / Caribbean,2021-03-30,45,3.1,4.0,14.0,0,,
EMP01236,Customer Success,Analyst,Dublin,Male,White,2023-01-30,23,3.0,3.4,0.0,0,,
EMP01913,Finance,Analyst,Dublin,Male,White,2023-06-01,19,4.8,3.0,,0,,
EMP01553,Operations,Analyst,Dublin,Female,White,2022-08-30,28,3.6,4.1,10.0,0,,
EMP01579,Operations,Analyst,Dublin,Male,Asian / Asian British,2024-04-01,9,4.2,4.7,6.0,0,,
EMP01825,Operations,Senior Analyst,London,Male,White,2023-03-01,22,3.5,1.0,15.0,0,,
EMP01101,Technology,Analyst,Amsterdam,Female,White,2023-08-01,17,3.5,2.7,0.0,1,Better opportunity,2023-10-16
EMP01473,Technology,Senior Manager,Amsterdam,Female,White,2018-07-28,77,4.0,4.1,7.0,0,,
EMP01183,Legal & Compliance,Director,Manchester,Male,Black / African / Caribbean,2020-01-28,59,3.6,2.3,2.0,0,,
EMP01333,Technology,Manager,London,Female,White,2021-05-30,43,3.1,4.8,5.0,0,,
EMP01670,Sales & Commercial,Manager,Dublin,Non-binary / prefer not to say,White,2022-04-30,32,3.5,4.0,0.0,0,,
EMP02200,Technology,Manager,Dublin,Female,White,2022-08-30,28,3.4,3.2,10.0,0,,
EMP01969,Operations,Manager,London,Male,White,2022-01-29,35,4.2,5.0,6.0,0,,
EMP01917,Sales & Commercial,Senior Analyst,Manchester,Female,White,2021-12-29,36,5.0,4.0,12.0,0,,
EMP01882,Finance,Analyst,London,Male,White,2023-12-31,12,1.6,3.2,8.0,0,,
EMP01259,OPERATIONS,Analyst,London,Male,White,2024-12-01,1,3.9,3.9,4.0,0,,
EMP01139,Sales & Commercial,Analyst,Dublin,Female,Asian / Asian British,2021-06-29,42,3.5,1.3,3.0,0,,
EMP01866,Operations,Manager,London,Male,Asian / Asian British,2022-03-31,33,4.6,4.4,8.0,1,Career growth,2024-02-29
EMP01892,People & Culture,Director,Amsterdam,Female,White,2018-08-27,76,4.1,3.6,14.0,0,,
EMP01535,Customer Success,Analyst,Dublin,Female,Other / prefer not to say,2023-03-01,22,2.5,3.6,10.0,0,,
EMP01377,People & Culture,Analyst,London,Male,Mixed / Multiple ethnic groups,2024-12-01,1,3.1,3.2,10.0,0,,
EMP01594,Sales & Commercial,Manager,London,Female,Black / African / Caribbean,2022-01-29,35,3.7,3.3,8.0,0,,
EMP02115,Operations,Director,Amsterdam,Female,White,2016-07-26,101,3.7,3.0,13.0,0,,
EMP01587,Technology,Manager,London,Male,White,2022-02-28,34,1.6,3.1,12.0,1,Better opportunity,2023-11-01
 EMP01041 ,Technology,Senior Manager,Manchester,Male,Other / prefer not to say,2019-12-28,60,4.1,2.8,8.0,0,,
EMP01984,Technology,Senior Analyst,London,Female,White,2023-08-01,17,2.4,4.3,5.0,0,,
EMP01891,Customer Success,Manager,London,Male,White,2022-10-30,26,2.9,1.4,10.0,1,Better opportunity,2023-06-03
EMP01073,Technology,Manager,Amsterdam,Female,,2022-03-31,33,3.4,3.6,2.0,0,,
 EMP01758 ,Operations,Senior Analyst,London,Female,Asian / Asian British,2023-07-01,18,2.8,3.2,9.0,0,,
EMP01503,Sales & Commercial,Senior Analyst,London,Female,Asian / Asian British,2022-11-30,25,3.4,,13.0,0,,
EMP01548,Finance,Analyst,Manchester,Male,White,2023-12-31,12,3.3,4.9,2.0,0,,
EMP01085,Sales & Commercial,Senior Analyst,Manchester,Female,White,2022-01-29,35,4.8,4.1,7.0,0,,
EMP01033,Tech,Analyst,Lagos,Male,Black / African / Caribbean,2024-10-31,2,4.1,3.8,10.0,0,,
EMP01309,Customer Success,Manager,London,Female,Asian / Asian British,2021-08-29,40,-1.0,4.7,7.0,0,,
EMP01886,Technology,Senior Analyst,London,Female,Asian / Asian British,2023-07-01,18,2.3,4.5,15.0,0,,
 EMP01956 ,Sales & Commercial,Analyst,London,Female,White,2024-06-01,7,4.4,3.7,5.0,0,,
EMP01873,Finance,Analyst,Dublin,Male,Black / African / Caribbean,2023-08-31,16,2.5,3.1,9.0,0,,
EMP01192,People & Culture,Analyst,Amsterdam,Male,,2022-10-30,26,3.2,4.6,11.0,0,,
EMP01570,Sales & Commercial,Senior Analyst,Manchester,Male,White,2023-07-01,18,2.5,5.0,8.0,0,,
EMP02091,Legal & Compliance,Manager,London,Male,Black / African / Caribbean,2022-12-30,24,3.1,3.9,10.0,0,,
 EMP01665 ,Technology,Director,Manchester,Female,White,2018-10-27,74,3.3,,3.0,0,,
EMP01369,Technology,Manager,Manchester,Female,White,2021-02-27,46,3.3,3.7,12.0,1,Better opportunity,2022-08-17
EMP01278,Finance,Manager,London,Female,White,2022-02-28,34,,4.0,10.0,0,,
EMP01922,Operations,Senior Analyst,London,Female,White,2022-03-31,33,2.1,3.1,1.0,1,Career growth,2023-04-26
EMP01782,Operations,Senior Manager,London,Male,White,2020-04-28,56,,3.2,14.0,0,,
EMP01435,Technology,Senior Manager,London,Male,White,2020-12-28,48,3.4,3.8,11.0,0,,
EMP01071,Customer Success,Manager,London,Male,White,2023-03-01,22,2.8,3.3,7.0,0,,
EMP01595,People & Culture,Analyst,London,Female,Black / African / Caribbean,2024-07-01,6,2.9,3.3,9.0,0,,
EMP01591,Technology,Analyst,London,Female,White,2023-03-01,22,2.8,3.3,0.0,0,,
EMP02038,Customer Success,Analyst,Manchester,,White,2024-12-01,1,3.7,2.2,22.0,1,Compensation,2025-01-31
EMP01671,Tech,Senior Manager,Dublin,Female,Black / African / Caribbean,2020-01-28,59,,3.8,11.0,0,,
EMP02072,Sales & Commercial,Senior Analyst,Dublin,Female,White,2021-08-29,40,3.1,2.6,3.0,0,,
EMP01391,Marketing,Manager,Dublin,Male,White,2022-03-31,33,3.2,3.8,4.0,1,Work-life balance,2022-11-12
EMP01559,Customer Success,Analyst,London,Non-binary / prefer not to say,Asian / Asian British,2022-09-30,27,3.2,3.7,4.0,0,,
EMP02061,People & Culture,Manager,London,Female,White,2021-10-29,38,4.2,,7.0,0,,
EMP01133,Technology,Analyst,London,Male,Other / prefer not to say,2024-01-31,11,3.2,3.7,0.0,0,,
EMP01223,Technology,Analyst,London,Female,Other / prefer not to say,2023-10-01,15,3.6,4.5,4.0,0,,
EMP02082,Technology,Senior Analyst,Manchester,Male,Black / African / Caribbean,2023-12-01,13,3.8,3.1,6.0,0,,
EMP01268,Customer Success,Senior Analyst,Dublin,Female,White,2023-12-01,13,3.0,2.8,7.0,0,,
EMP01970,Operations,Senior Analyst,Dublin,Female,Mixed / Multiple ethnic groups,2023-06-01,19,3.3,5.0,9.0,0,,
EMP01082,Finance,Manager,Amsterdam,Male,White,2022-09-30,27,4.3,3.2,0.0,0,,
EMP01780,Finance,Senior Manager,Dublin,Female,White,2019-11-28,61,4.6,2.8,3.0,0,,
EMP01599,Technology,Analyst,London,Male,White,2024-07-01,6,3.5,3.6,7.0,0,,
EMP01116,People & Culture,Manager,Lagos,Male,Mixed / Multiple ethnic groups,2022-06-30,30,4.6,3.7,8.0,0,,
EMP01650,Operations,Manager,London,Non-binary / prefer not to say,White,2022-07-31,29,3.7,4.0,4.0,0,,
EMP01852,Customer Success,Senior Analyst,London,Female,Black / African / Caribbean,2022-11-30,25,3.1,2.9,6.0,0,,
EMP01888,Sales & Commercial,Manager,Amsterdam,Male,Mixed / Multiple ethnic groups,2022-02-28,34,3.1,2.1,10.0,1,Better opportunity,2024-01-12
EMP01209,Technology,Manager,Dublin,Male,White,2021-07-30,41,3.2,4.1,3.0,1,Better opportunity,2023-08-18
EMP01345,Sales & Commercial,Director,Manchester,Male,,2018-12-27,72,4.3,4.7,7.0,0,,
EMP01330,Sales & Commercial,Senior Analyst,Manchester,Male,Asian / Asian British,2022-04-30,32,3.8,2.6,11.0,1,Compensation,2024-05-06
EMP02118,People & Culture,Senior Analyst,London,Non-binary / prefer not to say,Black / African / Caribbean,2023-08-31,16,2.5,3.5,5.0,0,,
EMP01015,Technology,Manager,Manchester,Male,Asian / Asian British,2021-11-29,37,3.1,5.0,6.0,0,,
EMP01540,Technology,Senior Analyst,London,Female,White,2021-01-28,47,3.1,,12.0,0,,
EMP01484,finance,Senior Manager,London,Female,,2020-01-28,59,3.1,3.0,0.0,0,,
EMP01598,Technology,Analyst,London,Male,White,2024-12-01,1,2.5,2.2,7.0,0,,
EMP01722,Technology,Analyst,London,Female,White,2024-12-01,1,3.3,2.3,8.0,1,Better opportunity,2025-01-31
EMP01787,Operations,Manager,London,Non-binary / prefer not to say,White,2023-01-30,23,4.7,3.8,1.0,0,,
EMP01680,People & Culture,Senior Analyst,Lagos,Male,White,2023-08-31,16,4.0,4.9,7.0,0,,
EMP01618,Sales & Commercial,Manager,London,Female,White,2021-12-29,36,3.9,2.8,8.0,0,,
EMP02170,Sales & Commercial,Manager,Amsterdam,Male,Asian / Asian British,2024-03-01,10,3.4,4.6,6.0,0,,
EMP01957,Operations,Analyst,Dublin,Female,Black / African / Caribbean,2024-12-01,1,2.7,2.8,0.0,1,Management,2025-01-31
EMP01988,Operations,Manager,Manchester,Male,Asian / Asian British,2023-08-31,16,3.5,3.1,,0,,
EMP02191,Tech,Senior Analyst,Lagos,Male,White,2022-08-30,28,3.0,4.4,14.0,0,,
 EMP01007 ,Technology,Manager,London,Female,White,2023-03-01,22,4.4,3.7,16.0,0,,
 EMP01448 ,Customer Success,Senior Manager,London,Female,Asian / Asian British,2020-06-28,54,3.7,2.9,7.0,0,,
EMP01817,Operations,Senior Analyst,London,Male,Mixed / Multiple ethnic groups,2023-08-01,17,2.9,3.3,3.0,0,,
EMP01368,Legal & Compliance,Analyst,London,Male,White,2023-12-31,12,2.7,4.3,4.0,0,,
EMP02173,Finance,Manager,Amsterdam,Male,Asian / Asian British,2022-09-30,27,3.9,3.2,5.0,0,,
EMP01685,Legal & Compliance,Analyst,Dublin,Female,Black / African / Caribbean,2024-05-01,8,3.9,4.9,12.0,0,,
EMP02044,Finance,Director,Lagos,Male,White,2020-02-27,58,3.7,3.5,10.0,1,Management,2021-07-04
EMP01376,Sales & Commercial,Analyst,London,Female,Asian / Asian British,2023-12-31,12,3.7,3.1,14.0,0,,
EMP01549,Operations,Manager,London,Female,White,2022-07-31,29,4.0,3.2,0.0,0,,
EMP01027,Technology,Senior Analyst,London,Male,Black / African / Caribbean,2023-10-01,15,3.0,3.1,15.0,1,Compensation,2024-04-03
EMP01896,Technology,Manager,London,Female,White,2021-03-30,45,3.5,4.0,11.0,0,,
EMP02156,Customer Success,Analyst,Manchester,Female,Black / African / Caribbean,2024-10-01,3,1.8,3.2,7.0,1,Work-life balance,2024-12-07
EMP01542,finance,Manager,Manchester,Male,,2021-06-29,42,1.8,3.7,11.0,0,,
EMP01486,Legal & Compliance,Senior Manager,Lagos,Male,Black / African / Caribbean,2020-12-28,48,4.6,3.5,8.0,0,,
EMP02080,Legal & Compliance,Analyst,London,Female,White,2022-10-30,26,3.1,3.0,10.0,0,,
EMP02161,Customer Success,Analyst,London,Female,White,2024-12-01,1,2.1,3.9,8.0,1,Compensation,2025-01-30
EMP01863,Operations,Senior Manager,London,Non-binary / prefer not to say,Asian / Asian British,2019-07-29,65,3.5,2.9,,0,,
EMP01767,Customer Success,Analyst,Lagos,Male,Black / African / Caribbean,2024-12-01,1,2.3,5.0,10.0,0,,
EMP01703,Sales & Commercial,Manager,Amsterdam,Female,White,2021-06-29,42,3.0,3.5,15.0,1,Career growth,2024-01-09
EMP01884,Technology,Senior Manager,Amsterdam,Female,White,2022-08-30,28,3.7,3.1,7.0,0,,
EMP01233,Operations,Senior Analyst,London,Female,White,2023-10-01,15,4.4,4.2,0.0,0,,
EMP02136,Technology,Senior Analyst,London,Male,Asian / Asian British,2023-10-01,15,3.2,3.4,4.0,0,,
EMP01979,Operations,Manager,London,Non-binary / prefer not to say,,2021-12-29,36,2.0,1.1,7.0,1,Career growth,2024-08-14
EMP01029,Operations,Director,London,Female,White,2020-01-28,59,,4.5,10.0,0,,
EMP01648,Finance,Analyst,London,Male,Black / African / Caribbean,2024-07-01,6,1.8,3.3,16.0,1,Work-life balance,2024-10-15
EMP01807,Legal & Compliance,Senior Analyst,Amsterdam,Non-binary / prefer not to say,Asian / Asian British,2024-04-01,9,5.0,3.9,,0,,
EMP01148,Operations,Senior Analyst,London,Male,Asian / Asian British,2022-05-31,31,4.2,2.9,12.0,0,,
EMP01289,Sales & Commercial,Senior Analyst,Manchester,Female,White,2023-04-01,21,4.1,3.5,14.0,0,,
EMP01701,Operations,Senior Analyst,London,Male,White,2023-01-30,23,3.0,4.7,13.0,0,,
EMP01481,Finance,Senior Analyst,London,Female,,2023-05-01,20,2.0,3.8,9.0,0,,
EMP01455,Technology,Analyst,London,Female,Asian / Asian British,2024-05-01,8,3.1,1.8,9.0,0,,
EMP01607,Technology,Manager,Amsterdam,Female,Other / prefer not to say,2022-04-30,32,3.1,2.7,9.0,0,,
EMP01619,Customer Success,Manager,London,Female,White,2021-06-29,42,3.5,2.2,10.0,1,Better opportunity,
EMP01457,Technology,Senior Analyst,London,Female,White,2023-12-31,12,3.9,3.3,3.0,0,,
EMP01832,Operations,Senior Analyst,Manchester,Female,Black / African / Caribbean,2022-07-31,29,4.5,4.0,8.0,0,,
EMP01915,Operations,Manager,London,Female,Black / African / Caribbean,2022-07-31,29,3.6,2.9,5.0,0,,
EMP01079,Sales & Commercial,Analyst,London,Female,White,2023-06-01,19,3.1,3.5,11.0,0,,
EMP01545,Finance,Senior Analyst,Dublin,Female,Other / prefer not to say,2024-06-01,7,,2.4,1.0,0,,
EMP02062,Marketing,Manager,London,Female,White,2021-11-29,37,4.3,5.0,12.0,0,,
EMP01804,Finance,Analyst,Amsterdam,Male,Black / African / Caribbean,2021-11-29,37,3.5,2.8,10.0,0,,
EMP01016,Technology,Analyst,Lagos,Male,Mixed / Multiple ethnic groups,2024-12-01,1,3.9,3.5,7.0,0,,
EMP02053,Legal & Compliance,Manager,Dublin,Male,Asian / Asian British,2022-02-28,34,2.6,3.8,6.0,0,,
EMP02192,Operations,Analyst,London,Non-binary / prefer not to say,White,2023-12-31,12,3.1,3.5,0.0,0,,
EMP01284,Technology,Analyst,London,Male,White,2024-07-01,6,2.0,3.3,4.0,0,,
EMP02009,Sales & Commercial,Analyst,London,Non-binary / prefer not to say,Black / African / Caribbean,2023-10-01,15,2.8,4.4,7.0,0,,
EMP01672,People & Culture,Analyst,Manchester,Non-binary / prefer not to say,White,2023-12-31,12,3.4,3.6,5.0,0,,
EMP01560,Finance,Senior Analyst,Amsterdam,Female,White,2022-10-30,26,2.7,3.7,4.0,0,,
EMP01739,Operations,Senior Analyst,Manchester,Male,,2021-11-29,37,3.5,1.8,7.0,0,,
EMP01645,Technology,Director,Dublin,Male,White,2016-11-25,97,3.3,1.9,5.0,0,,
EMP01286,Technology,Senior Analyst,London,Female,White,2021-06-29,42,2.5,3.1,7.0,0,,
EMP02088,Technology,Senior Analyst,London,Male,Mixed / Multiple ethnic groups,2023-06-01,19,3.3,3.5,11.0,0,,
EMP01038,technology,Senior Analyst,London,Male,White,2022-07-31,29,2.9,2.8,0.0,0,,
EMP01573,Sales & Commercial,Senior Manager,Dublin,Male,White,2020-09-28,51,4.3,4.3,15.0,1,Better opportunity,2021-09-08
EMP01676,Marketing,Senior Analyst,Amsterdam,Female,White,2022-03-31,33,3.4,2.7,9.0,1,Work-life balance,2022-08-31
EMP01520,technology,Analyst,London,Female,White,2024-07-01,6,3.8,2.7,11.0,1,Compensation,2024-09-26
EMP01919,Customer Success,Analyst,Amsterdam,Male,White,2024-03-01,10,2.3,3.1,23.0,1,Career growth,2024-09-30
EMP01694,Sales & Commercial,Analyst,Amsterdam,Female,White,2023-07-01,18,1.7,3.4,2.0,1,Compensation,2024-07-16
EMP01135,Legal & Compliance,Director,Dublin,Male,White,2018-11-27,73,3.1,,14.0,0,,
EMP01106,Sales & Commercial,Senior Manager,London,Female,White,2021-02-27,46,2.4,1.8,9.0,1,Better opportunity,2022-07-19
EMP01667,Sales & Commercial,Analyst,London,Female,Asian / Asian British,2024-12-01,1,1.9,3.1,13.0,0,,
EMP01709,Sales & Commercial,Senior Analyst,Manchester,Female,White,2023-10-01,15,2.5,3.4,6.0,1,Better opportunity,2024-01-01
EMP01126,Operations,Senior Analyst,London,Female,White,2022-05-31,31,4.0,4.2,4.0,0,,
EMP02151,Customer Success,Manager,Amsterdam,Male,White,2021-06-29,42,3.0,3.6,12.0,0,,
EMP01464,Operations,Senior Analyst,Manchester,Male,White,2023-08-01,17,3.9,3.1,0.0,0,,
EMP01700,Operations,Manager,London,Female,Black / African / Caribbean,2022-07-31,29,3.8,2.7,,0,,
EMP02014,Technology,Director,London,Male,White,2018-09-27,75,4.5,4.2,4.0,0,,
EMP01637,Operations,Analyst,London,Male,White,2024-06-01,7,3.3,3.6,8.0,0,,
EMP01385,Customer Success,Director,Amsterdam,Female,Asian / Asian British,2017-08-26,88,5.0,3.7,7.0,1,Work-life balance,2022-11-25
EMP02085,Legal & Compliance,Analyst,Manchester,Female,White,2024-10-01,3,3.1,4.9,0.0,0,,
EMP01162,Finance,Analyst,Dublin,Female,White,2024-03-01,10,2.5,3.2,8.0,0,,
